"bin.type","Future.ID","Policy.Start.Time","Policy.Duration","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","Total.Policy.Cost.100","bin.type.1","epsilon","rho","Climate.Model","Beta.Delta.Temp","Relative.Gamma","Relative.Eta","Relative.Nu","policy.Stabilization","density.Stabilization","coverage.Stabilization","policy.Stabilization.Cost.Zero","density.Stabilization.Cost.Zero","coverage.Stabilization.Cost.Zero","policy.Stabilization.Cost.5Percent","density.Stabilization.Cost.5Percent","coverage.Stabilization.Cost.5Percent","policy.Stabilization.Cost.10Percent","density.Stabilization.Cost.10Percent","coverage.Stabilization.Cost.10Percent","policy.Stabilization.Cost.15Percent","density.Stabilization.Cost.15Percent","coverage.Stabilization.Cost.15Percent","policy.Stabilization.Cost.20Percent","density.Stabilization.Cost.20Percent","coverage.Stabilization.Cost.20Percent","policy.Stabilization.Cost.25Percent","density.Stabilization.Cost.25Percent","coverage.Stabilization.Cost.25Percent","policy.Stabilization.Cost.30Percent","density.Stabilization.Cost.30Percent","coverage.Stabilization.Cost.30Percent","policy.Temp.Threshold.2C","density.Temp.Threshold.2C","coverage.Temp.Threshold.2C","policy.Temp.Threshold.2C.Cost.Zero","density.Temp.Threshold.2C.Cost.Zero","coverage.Temp.Threshold.2C.Cost.Zero","policy.Temp.Threshold.2C.Cost.5Percent","density.Temp.Threshold.2C.Cost.5Percent","coverage.Temp.Threshold.2C.Cost.5Percent","policy.Temp.Threshold.2C.Cost.10Percent","density.Temp.Threshold.2C.Cost.10Percent","coverage.Temp.Threshold.2C.Cost.10Percent","policy.Temp.Threshold.2C.Cost.15Percent","density.Temp.Threshold.2C.Cost.15Percent","coverage.Temp.Threshold.2C.Cost.15Percent","policy.Temp.Threshold.2C.Cost.20Percent","density.Temp.Threshold.2C.Cost.20Percent","coverage.Temp.Threshold.2C.Cost.20Percent","policy.Temp.Threshold.2C.Cost.25Percent","density.Temp.Threshold.2C.Cost.25Percent","coverage.Temp.Threshold.2C.Cost.25Percent","policy.Temp.Threshold.2C.Cost.30Percent","density.Temp.Threshold.2C.Cost.30Percent","coverage.Temp.Threshold.2C.Cost.30Percent","least.cost.policy","objective","Link","T"
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",495,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298498864848,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.015,"MRI-ESM1",4.263734328,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",44,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151319620218402,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.015,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",546,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276776832036,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.015,"NorESM1-M",4.125460043,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",434,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151318938119018,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.0115,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",486,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276843059429,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.0115,"MRI-ESM1",4.263734328,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",544,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151318655476057,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.015,"NorESM1-M",4.125460043,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",45,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298293644401,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.015,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",585,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298496363866,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.0115,"NorESM1-ME",4.33692843,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",396,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276972703801,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.015,"MPI-ESM-LR",4.673517049,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",444,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151318938119018,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.015,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",584,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.15131932659253,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.0115,"NorESM1-ME",4.33692843,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",394,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151318706671002,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.015,"MPI-ESM-LR",4.673517049,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",594,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.15131932659253,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",5.333333333,0.015,"NorESM1-ME",4.33692843,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",435,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298203162906,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.0115,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",446,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.17127697329857,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.015,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",445,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298203162906,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.015,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",436,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.17127697329857,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.0115,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",596,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276744721136,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.888888889,0.015,"NorESM1-ME",4.33692843,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",595,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298496363866,"medium.epsilon high.eta high.gamma high.nu medium.beta high.rho",6.111111111,0.015,"NorESM1-ME",4.33692843,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.761904761904762,0.060377358490566,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",414,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151318938119018,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.0045,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",305,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298342255321,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.001,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",315,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298342255321,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.0045,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",16,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276985185955,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",506,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276776832036,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.001,"NorESM1-M",4.125460043,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",505,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298402772918,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.001,"NorESM1-M",4.125460043,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",304,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151319158416349,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.001,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",314,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151319158416349,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.0045,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",4,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151319620218402,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.001,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",415,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298203162906,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.0045,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",14,9.9,260,0.5,0,0,0,0,0.5,0,0,-0.151319620218402,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",306,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276723205115,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.001,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",405,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298203162906,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.001,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",406,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.17127697329857,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.001,"MPI-ESM-MR",4.66520988,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298293644401,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.001,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276985185955,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.001,"bcc-csm1-1",4.997053041,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",515,9.9,220,0.5,0,0,0,0,0.5,0,0,-0.164298402772918,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.111111111,0.0045,"NorESM1-M",4.125460043,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",316,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276723205115,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.0045,"MIROC5",4.121571108,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",356,9.9,195,0.5,0,0,0,0,0.5,0,0,-0.171276972703801,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",6.888888889,0.001,"MPI-ESM-LR",4.673517049,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",464,9.9,265,0.48,0,0,0,0,0.5,0,0,-0.147074991306426,"medium.epsilon high.eta high.gamma high.nu medium.beta low.rho",5.333333333,0.0045,"MRI-ESM1",4.263734328,1,1,1,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"other",0,0,"other",0,0,"other",0,0,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,"P7",0.80952380952381,0.0641509433962264,8,"Temperature.Rise","link",2
